date_time,date,time,latitude,longitude,depth_km,magnitude,location,hlink,details
05 October 2024 - 01:17 AM,2024-10-05,01:17:00,10.16,126.6,3.0,3.1,060 km N 74° E of Burgos (Surigao Del Norte),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1004_1717_B2.html,"2024_1004_1717 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 2 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 05 Oct 2024 - 01:17:00 AM Location : 10.16°N, 126.60°E - 060 km N 74° E of Burgos (Surigao Del Norte) Depth of Focus (Km) : 003 Origin : TECTONIC Magnitude : Ms 3.1 Reported Intensities : 11.20a 2024_1004_1717_M31D003_B2 Expecting Damage : NO Expecting Aftershocks : NO Issued On : 05 October 2024 - 06:34 PM Prepared by : JMG/RDCC/RFJ/GBD IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
05 October 2024 - 01:14 AM,2024-10-05,01:14:00,8.33,126.5,28.0,1.7,018 km S 79° E of Hinatuan (Surigao Del Sur),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1004_1714_B1F.html,"2024_1004_1714 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 1 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 05 Oct 2024 - 01:14:12 AM Location : 08.33°N, 126.50°E - 018 km S 79° E of Hinatuan (Surigao Del Sur) Depth of Focus (Km) : 028 Origin : TECTONIC Magnitude : Ms 1.7 Reported Intensities : 11.20a 2024_1004_1714_M17D028_B1F This is an aftershock of the 2023 December 02 Mw7.4 Offshore Surigao del Sur earthquake event. Expecting Damage : NO Expecting Aftershocks : NO Issued On : 05 Oct 2024 - 01:18 AM Prepared by : EFRB/PPS/MAMG IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
05 October 2024 - 01:02 AM,2024-10-05,01:02:00,6.86,126.89,157.0,2.7,053 km S 67° E of Tarragona (Davao Oriental),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1004_1702_B2.html,"2024_1004_1702 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 2 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 05 Oct 2024 - 01:02:12 AM Location : 06.86°N, 126.89°E - 053 km S 67° E of Tarragona (Davao Oriental) Depth of Focus (Km) : 157 Origin : TECTONIC Magnitude : Ms 2.7 Reported Intensities : 11.20a 2024_1004_1702_M27D156_B2 Expecting Damage : NO Expecting Aftershocks : NO Issued On : 05 October 2024 - 06:06 PM Prepared by : JMG/RDCC/RFJ/GBD IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
05 October 2024 - 12:51 AM,2024-10-05,00:51:00,8.24,126.84,8.0,3.7,052 km N 64° E of Lingig (Surigao Del Sur),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1004_1651_B2F.html,"2024_1004_1651 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 2 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 05 Oct 2024 - 12:51:07 AM Location : 08.24°N, 126.84°E - 052 km N 64° E of Lingig (Surigao Del Sur) Depth of Focus (Km) : 008 Origin : TECTONIC Magnitude : Ms 3.7 Reported Intensities : 11.20a 2024_1004_1651_M37D008_B2F This is an aftershock of the 2024 August 03 Mw6.8 Offshore Surigao del Sur earthquake event. Expecting Damage : NO Expecting Aftershocks : NO Issued On : 05 Oct 2024 - 01:27 AM Prepared by : EFRB/PPS/MAMG IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
05 October 2024 - 12:10 AM,2024-10-05,00:10:00,10.5,124.4,7.0,3.0,014 km S 03° W of Poro (Cebu),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1004_1610_B3.html,"2024_1004_1610 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 3 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 05 Oct 2024 - 12:10:05 AM Location : 10.50°N, 124.40°E - 014 km S 03° W of Poro (Cebu) Depth of Focus (Km) : 007 Origin : TECTONIC Magnitude : Ms 3.0 Reported Intensities : 11.20a 2024_1004_1610_M30D007_B3 Expecting Damage : NO Expecting Aftershocks : NO Issued On : 05 October 2024 - 07:15 PM Prepared by : RRDC/RFJ/JMG/GBD IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
04 October 2024 - 11:20 PM,2024-10-04,23:20:00,12.92,125.32,14.0,2.5,047 km N 28° E of Palapag (Northern Samar),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1004_1520_B2.html,"2024_1004_1520 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 2 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 04 Oct 2024 - 11:20:16 PM Location : 12.92°N, 125.32°E - 047 km N 28° E of Palapag (Northern Samar) Depth of Focus (Km) : 014 Origin : TECTONIC Magnitude : Ms 2.5 Reported Intensities : 11.20a 2024_1004_1520_M25D013_B2 Expecting Damage : NO Expecting Aftershocks : NO Issued On : 05 October 2024 - 06:41 PM Prepared by : RRDC/RFJ/JMG/GBD IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
04 October 2024 - 11:10 PM,2024-10-04,23:10:00,15.23,122.18,9.0,3.0,048 km N 28° E of Burdeos (Quezon),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1004_1510_B3_QUEZON.html,"2024_1004_1510 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 3 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 04 Oct 2024 - 11:10:57 PM Location : 15.23°N, 122.18°E - 048 km N 28° E of Burdeos (Quezon) Depth of Focus (Km) : 009 Origin : TECTONIC Magnitude : Ms 3.0 Reported Intensities : 11.2 2024_1004_1510_M30D008_B3 Expecting Damage : NO Expecting Aftershocks : NO Issued On : 05 October 2024 - 11:56 PM Prepared by : RRDC/RFJ/JMG/GBD IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
04 October 2024 - 11:10 PM,2024-10-04,23:10:00,9.99,126.52,11.0,1.8,046 km N 61° E of General Luna (Surigao Del Norte),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1004_1510_B1_Surigao_Del_Norte.html,"2024_1004_1510 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 1 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 04 Oct 2024 - 11:10:47 PM Location : 09.99°N, 126.52°E - 046 km N 61° E of General Luna (Surigao Del Norte) Depth of Focus (Km) : 011 Origin : TECTONIC Magnitude : Ms 1.8 Reported Intensities : 11.20a 2024_1004_1510_M18D011_B1 Expecting Damage : NO Expecting Aftershocks : NO Issued On : 04 Oct 2024 - 11:14 PM Prepared by : MAMG/EFRB/PPS IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
04 October 2024 - 10:47 PM,2024-10-04,22:47:00,10.03,126.9,2.0,4.8,086 km N 71° E of General Luna (Surigao Del Norte),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1004_1447_B3.html,"2024_1004_1447 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 3 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 04 Oct 2024 - 10:47:58 PM Location : 10.03°N, 126.90°E - 086 km N 71° E of General Luna (Surigao Del Norte) Depth of Focus (Km) : 002 Origin : TECTONIC Magnitude : Ms 4.8 Reported Intensities : 11.20a 2024_1004_1447_M48D002_B3 Expecting Damage : NO Expecting Aftershocks : NO Issued On : 05 Oct 2024 - 06:02 PM Prepared by : GBD/JMG/RFJ/RRDC IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
04 October 2024 - 10:26 PM,2024-10-04,22:26:00,9.93,126.36,14.0,3.3,028 km N 54° E of General Luna (Surigao Del Norte),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1004_1426_B2.html,"2024_1004_1426 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 2 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 04 Oct 2024 - 10:26:03 PM Location : 09.93°N, 126.36°E - 028 km N 54° E of General Luna (Surigao Del Norte) Depth of Focus (Km) : 014 Origin : TECTONIC Magnitude : Ms 3.3 Reported Intensities : 11.20a 2024_1004_1426_M33D013_B2 Expecting Damage : NO Expecting Aftershocks : NO Issued On : 04 Oct 2024 - 10:35 PM Prepared by : MAMG/EFRB/PPS IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
04 October 2024 - 10:06 PM,2024-10-04,22:06:00,5.97,125.19,8.0,2.5,011 km N 89° W of Malapatan (Sarangani),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1004_1406_B1.html,"2024_1004_1406 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 1 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 04 Oct 2024 - 10:06:58 PM Location : 05.97°N, 125.19°E - 011 km N 89° W of Malapatan (Sarangani) Depth of Focus (Km) : 008 Origin : TECTONIC Magnitude : Ms 2.5 Reported Intensities : 11.20a 2024_1004_1406_M25D008_B1 Expecting Damage : NO Expecting Aftershocks : NO Issued On : 04 Oct 2024 - 10:12 PM Prepared by : MAMG/EFRB/PPS IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
04 October 2024 - 09:26 PM,2024-10-04,21:26:00,8.36,126.29,17.0,1.6,005 km S 85° W of Hinatuan (Surigao Del Sur),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1004_1326_B1F.html,"2024_1004_1326 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 1 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 04 Oct 2024 - 09:26:56 PM Location : 08.36°N, 126.29°E - 005 km S 85° W of Hinatuan (Surigao Del Sur) Depth of Focus (Km) : 017 Origin : TECTONIC Magnitude : Ms 1.6 Reported Intensities : 11.20a 2024_1004_1326_M16D017_B1F This is an aftershock of the 2023 December 02 Mw7.4 Offshore Surigao del Sur earthquake event. Expecting Damage : NO Expecting Aftershocks : NO Issued On : 04 Oct 2024 - 09:32 PM Prepared by : EFRB/PPS/MAMG IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
04 October 2024 - 09:18 PM,2024-10-04,21:18:00,15.85,121.97,8.0,2.4,032 km S 02° E of Dinalungan (Aurora),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1004_1318_B2.html,"2024_1004_1318 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 2 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 04 Oct 2024 - 09:18:18 PM Location : 15.85°N, 121.97°E - 032 km S 02° E of Dinalungan (Aurora) Depth of Focus (Km) : 008 Origin : TECTONIC Magnitude : Ms 2.4 Reported Intensities : 11.20a 2024_1004_1318_M24D007_B2 Expecting Damage : NO Expecting Aftershocks : NO Issued On : 05 Oct 2024 - 05:08 PM Prepared by : GBD/JMG/RFJ/RRDC IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
04 October 2024 - 09:01 PM,2024-10-04,21:01:00,10.98,124.79,6.0,1.9,012 km N 56° E of Albuera (Leyte),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1004_1301_B2.html,"2024_1004_1301 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 2 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 04 Oct 2024 - 09:01:34 PM Location : 10.98°N, 124.79°E - 012 km N 56° E of Albuera (Leyte) Depth of Focus (Km) : 006 Origin : TECTONIC Magnitude : Ms 1.9 Reported Intensities : 11.20a 2024_1004_1301_M19D006_B2 Expecting Damage : NO Expecting Aftershocks : NO Issued On : 05 October 2024 - 05:52 PM Prepared by : JMG/RDCC/RFJ/GBD IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
04 October 2024 - 07:31 PM,2024-10-04,19:31:00,10.01,123.95,6.0,1.6,008 km N 08° W of Tubigon (Bohol),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1004_1131_B2.html,"2024_1004_1131 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 2 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 04 Oct 2024 - 07:31:22 PM Location : 10.01°N, 123.95°E - 008 km N 08° W of Tubigon (Bohol) Depth of Focus (Km) : 006 Origin : TECTONIC Magnitude : Ms 1.6 Reported Intensities : 11.20a 2024_1004_1131_M16D006_B2 Expecting Damage : NO Expecting Aftershocks : NO Issued On : 05 October 2024 - 05:42 PM Prepared by : JMG/RDCC/RFJ/GBD IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
04 October 2024 - 06:31 PM,2024-10-04,18:31:00,15.36,120.33,26.0,1.8,019 km S 46° W of San Jose (Tarlac),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1004_1031_B2.html,"2024_1004_1031 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 2 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 04 Oct 2024 - 06:31:24 PM Location : 15.36°N, 120.33°E - 019 km S 46° W of San Jose (Tarlac) Depth of Focus (Km) : 026 Origin : TECTONIC Magnitude : Ms 1.8 Reported Intensities : 11.20a 2024_1004_1031_M18D026_B2 Expecting Damage : NO Expecting Aftershocks : NO Issued On : 05 October 2024 - 05:32 PM Prepared by : JMG/RDCC/RFJ/GBD IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
04 October 2024 - 06:28 PM,2024-10-04,18:28:00,8.11,126.34,19.0,1.5,011 km N 46° W of Lingig (Surigao Del Sur),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1004_1028_B1F.html,"2024_1004_1028 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 1 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 04 Oct 2024 - 06:28:32 PM Location : 08.11°N, 126.34°E - 011 km N 46° W of Lingig (Surigao Del Sur) Depth of Focus (Km) : 019 Origin : TECTONIC Magnitude : Ms 1.5 Reported Intensities : 11.20a 2024_1004_1028_M15D019_B1F This is an aftershock of the 2024 August 03 Mw6.8 Offshore Surigao del Sur earthquake event. Expecting Damage : NO Expecting Aftershocks : NO Issued On : 04 Oct 2024 - 06:32 PM Prepared by : EFRB/PPS/MAMG IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
04 October 2024 - 06:10 PM,2024-10-04,18:10:00,3.57,126.53,107.0,3.6,238 km S 31° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1004_1010_B2.html,"2024_1004_1010 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 2 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 04 Oct 2024 - 06:10:01 PM Location : 03.57°N, 126.53°E - 238 km S 31° E of Balut Island (Municipality Of Sarangani) (Davao Occidental) Depth of Focus (Km) : 107 Origin : TECTONIC Magnitude : Ms 3.6 Reported Intensities : 11.20a 2024_1004_1010_M36D107_B2 Expecting Damage : NO Expecting Aftershocks : NO Issued On : 05 October 2024 - 05:03 PM Prepared by : JMG/RDCC/RFJ/GBD IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
04 October 2024 - 05:49 PM,2024-10-04,17:49:00,8.15,125.13,8.0,2.8,003 km N 12° E of City Of Malaybalay (Bukidnon),https://earthquake.phivolcs.dost.gov.ph/2024_Earthquake_Information/October/2024_1004_0949_B2.html,"2024_1004_0949 DEPARTMENT OF SCIENCE AND TECHNOLOGY PHILIPPINE INSTITUTE OF VOLCANOLOGY AND SEISMOLOGY EARTHQUAKE INFORMATION NO. : 2 PHIVOLCS Building , C.P. Garcia Avenue, U.P.- Diliman , Quezon City, PHILIPPINES Tel.: 8426-1468 Fax: 8927-1087 Date/Time : 04 Oct 2024 - 05:49:19 PM Location : 08.15°N, 125.13°E - 003 km N 12° E of City Of Malaybalay (Bukidnon) Depth of Focus (Km) : 008 Origin : TECTONIC Magnitude : Ms 2.8 Reported Intensities : 11.20a 2024_1004_0949_M28D008_B2 Expecting Damage : NO Expecting Aftershocks : NO Issued On : 05 October 2024 - 11:02 AM Prepared by : JGR/KMG/KRV/RAP IMPORTANT This will be the only bulletin issued unless additional information becomes available. Always refer to the latest earthquake information posted at the PHIVOLCS official website (https://www.phivolcs.dost.gov.ph)."
